Tweet Id,Text,Name,Screen Name,UTC,Created At,Favorites,Retweets,Language,Client,Tweet Type,URLs,Hashtags,Mentions,Media Type,Media URLs,
534709174253678594,"Lemon, Cherry, Vanilla, Strawberry...what other flavor shots would you like to see on #pepsispire?",Pepsi Spire,pepsispire,2014-11-18T14:06:16.000Z,Tue Nov 18 14:06:16 +0000 2014,0,1,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,1,0,,,
532941921921302528,RT if you are in the mood for a fountain soda! #pepsispire,Pepsi Spire,pepsispire,2014-11-13T17:03:50.000Z,Thu Nov 13 17:03:50 +0000 2014,1,2,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,1,0,,,
530800289033777152,"Ice, bubbles, great flavors. What do you think makes a fountain #soda taste so good?",Pepsi Spire,pepsispire,2014-11-07T19:13:45.000Z,Fri Nov 07 19:13:45 +0000 2014,0,1,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,1,0,,,
529629692463427585,#pepsispire is now in #Indiana! Check out our new locations on http://t.co/kEhL8iwFKP.,Pepsi Spire,pepsispire,2014-11-04T13:42:13.000Z,Tue Nov 04 13:42:13 +0000 2014,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,http://pepsispire.com ,2,0,,,
528274493949886465,Will you trick or treat yourself to a #pepsi Cherriberrinilla? Happy #halloween! #trickortreat,Pepsi Spire,pepsispire,2014-10-31T19:57:08.000Z,Fri Oct 31 19:57:08 +0000 2014,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,3,0,,,
527184110784352257,A little Tuesday trivia…how many flavor combos can you create on Pepsi Spire? #inspire #pepsispire,Pepsi Spire,pepsispire,2014-10-28T19:44:21.000Z,Tue Oct 28 19:44:21 +0000 2014,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,2,0,,,
525311350210588672,Who is this guy? See if you can catch him in action on Pepsi Spire! #pepsispire #inspire http://t.co/oRs5ZdcHTE,Pepsi Spire,pepsispire,2014-10-23T15:42:40.000Z,Thu Oct 23 15:42:40 +0000 2014,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,2,0,photo,https://pbs.twimg.com/media/B0pH45fCcAA0z8E.png,
524276475168821248,How many flavors can you fit in one 12 oz. cup? #inspire #pepsispire,Pepsi Spire,pepsispire,2014-10-20T19:10:26.000Z,Mon Oct 20 19:10:26 +0000 2014,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,2,0,,,
522433831803293698,Sometimes mix-ups can be a good thing! Ever tried ½ #pepsi Strawbillacherry and ½ #mtn_dew Vanillamon? #inspire #pepsispire,Pepsi Spire,pepsispire,2014-10-15T17:08:26.000Z,Wed Oct 15 17:08:26 +0000 2014,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,4,0,,,
520208346864185344,"Digital but not difficult. Make your drink, your way in 3 easy steps on #pepsispire: select beverage, add flavor, and pour!",Pepsi Spire,pepsispire,2014-10-09T13:45:09.000Z,Thu Oct 09 13:45:09 +0000 2014,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,1,0,,,
519189250806669313,About time for a fountain soda I think! #pepsispire #inspire,Pepsi Spire,pepsispire,2014-10-06T18:15:38.000Z,Mon Oct 06 18:15:38 +0000 2014,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,2,0,,,
517306216893018113,Get into the fall spirit with #pepsi and a flavor shot of vanilla! What are your favorite autumn flavors? #pepsispire #firstdayofoctober,Pepsi Spire,pepsispire,2014-10-01T13:33:07.000Z,Wed Oct 01 13:33:07 +0000 2014,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,3,0,,,
516694720706510848,@computers15 Soon! Stay tuned as we roll out to more locations across the US!,Pepsi Spire,pepsispire,2014-09-29T21:03:15.000Z,Mon Sep 29 21:03:15 +0000 2014,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reply,,0,1,,,
515540851922337792,Need a boost? Here’s an afternoon mix-me-up: @SierraMist Vanillaberry! #inspire #pepsispire #TGIF,Pepsi Spire,pepsispire,2014-09-26T16:38:12.000Z,Fri Sep 26 16:38:12 +0000 2014,1,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,3,1,,,
514512309814038528,RT @saxwithmatt : This Subway has a Pepsi Spire! First I've seen in Canada. http://t.co/ASzOMd2wLZ,Pepsi Spire,pepsispire,2014-09-23T20:31:08.000Z,Tue Sep 23 20:31:08 +0000 2014,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Retweet,,0,0,photo,https://pbs.twimg.com/media/ByJpxKLIAAAvNEY.jpg,
514512231196008449,RT @Power92Chicago : Unscramble the Pepsi Spire flavors here: http://t.co/YuZayvTo5k for your chance to win tickets to see Usher live... http://t.co/ClNiMwCe4k,Pepsi Spire,pepsispire,2014-09-23T20:30:49.000Z,Tue Sep 23 20:30:49 +0000 2014,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Retweet,http://bit.ly/1vcM43I http://fb.me/1DtynWK0u ,0,0,,,
514425289137721345,Is it really Fall already?! What is in’SPIRE-ing you on the first day of autumn? #PepsiSpire #firstdayoffall #FirstDayOfAutumn,Pepsi Spire,pepsispire,2014-09-23T14:45:21.000Z,Tue Sep 23 14:45:21 +0000 2014,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,3,0,,,
512610898670653440,Remember when soda fountains used to look like this? #throwbackthursday #tbt #inspire #pepsispire http://t.co/sxZdzNRcBc,Pepsi Spire,pepsispire,2014-09-18T14:35:36.000Z,Thu Sep 18 14:35:36 +0000 2014,0,1,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,4,0,photo,https://pbs.twimg.com/media/Bx0o5UXCMAAPIuM.png,
